date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:55:03	339529/339529	---MCZ	200	added ('OK')	application/javascript	etag:%224f4925d5768831a17abf44401f35fb0f-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/252f366e-283d1217cb316bb1166c.js	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/252f366e-283d1217cb316bb1166c.js	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:07	107413/107413	---MCZ	200	added ('OK')	application/javascript	etag:%22bb3b47d326d43dbc14dc397f6cbc5149-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/5e2a4920-adeb8bb07422c4294060.js	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/5e2a4920-adeb8bb07422c4294060.js	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:11	6063032/6063032	---MCZ	200	added ('OK')	application/javascript	etag:%2247c32c1e14a2f8f94cfd2bcf70d534e4-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/545f34e4-007dcd44addd98c669af.js	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/545f34e4-007dcd44addd98c669af.js	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:13	156012/156012	---MCZ	200	added ('OK')	application/javascript	etag:%2277efe419ef3f18aa83bc4ead8291b8bc-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/commons-fce74510459b013e315f.js	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/commons-fce74510459b013e315f.js	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:14	92910/92910	---MCZ	200	added ('OK')	application/javascript	etag:%22d9417d6e51f864c5f5a3b45b8daf1048-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/33f35d011be7f60e35ffd6aece40e573709a40b5-58cb95a55b28f02136c8.js	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/33f35d011be7f60e35ffd6aece40e573709a40b5-58cb95a55b28f02136c8.js	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:15	50856/50856	---MCZ	200	added ('OK')	application/javascript	etag:%22e650c90acfa3cc0b727310ee807193ee-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/component---src-pages-index-js-abb04a049e694f3232c3.js	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/component---src-pages-index-js-abb04a049e694f3232c3.js	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:16	141/141	---M--	200	added ('OK')	application/json	etag:%220985f9071b8a35eec63dcb5eb602d8be-ssl%22	https://fabulous-pegasus-7579b5.netlify.app/page-data/index/page-data.json	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/page-data/index/page-data.json	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:17	50/50	---M--	200	added ('OK')	application/json	etag:%227f123b774f1bd83c4364e57cd9dfc285-ssl%22	https://fabulous-pegasus-7579b5.netlify.app/page-data/app-data.json	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/page-data/app-data.json	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:19	21517/21517	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%2254c6c217f66d9647a03d80a707a933e6-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/index	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/index.10.delayed	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:19	0/-1	---M--	301	error ('')			https://fabulous-pegasus-7579b5.netlify.app/index	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/index.11.delayed	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:21	8914/8914	---MCZ	200	added ('OK')	text/html	etag:%22e4309c587942feddd502648aecd7e938-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/404	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/404.html	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:21	10784/10784	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%229d5518bbf84d8e9f6ed4352312260d48-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/about-us	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/about-us.13.delayed	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:23	62077/62077	---MCZ	200	added ('OK')	text/html	etag:%229d5518bbf84d8e9f6ed4352312260d48-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/about-us/	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/about-us/index.html	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:23	44500/44500	---M--	200	added ('OK')	image/png	etag:%2295882c7148bfdac760f3b54669bb2cec%22	https://uploads.quarkly.io/612695d67f2b1f001fa06c1f/images/image6.png?v=2021-08-25T19:47:23.498Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/612695d67f2b1f001fa06c1f/images/image61ccd.png	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:24	38662/38662	---M--	200	added ('OK')	image/png	etag:%22a63763b6db318a0c83f35d82200ef8b2%22	https://uploads.quarkly.io/612695d67f2b1f001fa06c1f/images/image5.png?v=2021-08-25T19:47:16.297Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/612695d67f2b1f001fa06c1f/images/image5050c.png	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:25	30313/30313	---M--	200	added ('OK')	image/png	etag:%22930fb76d58486bb24ecb6e4122d60525%22	https://uploads.quarkly.io/612695d67f2b1f001fa06c1f/images/image4.png?v=2021-08-25T19:47:08.343Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/612695d67f2b1f001fa06c1f/images/image4279c.png	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:27	38295/38295	---M--	200	added ('OK')	image/png	etag:%2293e5c446082e2372f9c5a28bdead6bc5%22	https://uploads.quarkly.io/612695d67f2b1f001fa06c1f/images/image-3.png?v=2021-08-25T19:46:11.754Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/612695d67f2b1f001fa06c1f/images/image-3e32e.png	(from https://fabulous-pegasus-7579b5.netlify.app/)
09:55:28	1236/1236	---M-Z	200	added ('OK')	application/javascript	etag:%22ac53903f0688d933cdb49e9b86d56731-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/component---src-pages-404-js-b0e67e7cc09fcfa92ddd.js	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/component---src-pages-404-js-b0e67e7cc09fcfa92ddd.js	(from https://fabulous-pegasus-7579b5.netlify.app/404)
09:55:28	147/147	---M--	200	added ('OK')	application/json	etag:%221c52744cd21a2fc51587c31f33667e8f-ssl%22	https://fabulous-pegasus-7579b5.netlify.app/page-data/404.html/page-data.json	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/page-data/404.html/page-data.json	(from https://fabulous-pegasus-7579b5.netlify.app/404)
09:55:30	8914/8914	---MCZ	200	added ('OK')	text/html	etag:%22e4309c587942feddd502648aecd7e938-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/404.html	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/404-2.html	(from https://fabulous-pegasus-7579b5.netlify.app/404)
09:55:31	26745/26745	---MCZ	200	added ('OK')	application/javascript	etag:%22a3abb042d36c4f348b65e4ba3391e5ae-ssl-df%22	https://fabulous-pegasus-7579b5.netlify.app/component---src-pages-about-us-js-ad40037b655bee62c6ce.js	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/component---src-pages-about-us-js-ad40037b655bee62c6ce.js	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:31	153/153	---M--	200	added ('OK')	application/json	etag:%229df9b8458685a0837871c39a0873de0a-ssl%22	https://fabulous-pegasus-7579b5.netlify.app/page-data/about-us/page-data.json	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/page-data/about-us/page-data.json	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:31	0/-1	---M--	301	error ('')			https://fabulous-pegasus-7579b5.netlify.app/index	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/index.1d.delayed	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:31	0/-1	---M--	301	error ('')			https://fabulous-pegasus-7579b5.netlify.app/index	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/fabulous-pegasus-7579b5.netlify.app/index.1e.delayed	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:34	183410/183410	---M--	200	added ('OK')	image/jpeg	etag:%224046ed07a4b017d1c0c9038b689ea9d4%22	https://uploads.quarkly.io/655ccff11d712a00232b9673/images/114380987-accra-ghana-march-4-2012-unidentified-ghanaian-woman-carries-bananas-in-the-street-in-ghana-people.jpg?v=2023-11-21T19:56:59.277Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/655ccff11d712a00232b9673/images/114380987-accra-ghana-march-4-2012-unidentified-ghanaian-woman-carries-bananas-in-the-street-in-ghana-people8bef.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:35	178574/178574	---M--	200	added ('OK')	image/jpeg	etag:%2294ebb86097f53a46d4b0c1c1ff003211%22	https://uploads.quarkly.io/655ccff11d712a00232b9673/images/136160137-young-african-woman-selling-tomatoes-in-a-local-african-market-smiling.jpg?v=2023-11-21T19:53:26.319Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/655ccff11d712a00232b9673/images/136160137-young-african-woman-selling-tomatoes-in-a-local-african-market-smiling914c.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:37	200401/200401	---M--	200	added ('OK')	image/jpeg	etag:%226646bdb95b9109b5918b14fc607de8f8%22	https://uploads.quarkly.io/643d8e6ebf72b300207d7233/images/2q.jpg?v=2023-04-17T20:54:40.886Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/643d8e6ebf72b300207d7233/images/2q0c4c.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:39	239468/239468	---M--	200	added ('OK')	image/jpeg	etag:%228449dcb1a736d2d5be6bcddac3e51dfa%22	https://uploads.quarkly.io/643d8e6ebf72b300207d7233/images/15q.jpg?v=2023-04-17T21:06:45.941Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/643d8e6ebf72b300207d7233/images/15qa51d.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:42	226925/226925	---M--	200	added ('OK')	image/jpeg	etag:%2216869c0ccad2471848b034feffc8f907%22	https://uploads.quarkly.io/643d8e6ebf72b300207d7233/images/1q.jpg?v=2023-04-17T21:06:57.036Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/643d8e6ebf72b300207d7233/images/1q8480.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:43	221566/221566	---M--	200	added ('OK')	image/jpeg	etag:%22834f5eda10b35be9a52246e76c2db562%22	https://uploads.quarkly.io/643d8e6ebf72b300207d7233/images/14q.jpg?v=2023-04-17T21:07:08.834Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/643d8e6ebf72b300207d7233/images/14q3265.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:47	274854/274854	---M--	200	added ('OK')	image/jpeg	etag:%223efc962df7fdbe4a6fff25f0d7affe7a%22	https://uploads.quarkly.io/643d8e6ebf72b300207d7233/images/8q.jpg?v=2023-04-17T21:11:29.178Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/643d8e6ebf72b300207d7233/images/8q7ad1.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:52	273378/273378	---M--	200	added ('OK')	image/jpeg	etag:%22328ceb6a1f6537c01f395b25d1a6ab73%22	https://uploads.quarkly.io/643d8e6ebf72b300207d7233/images/10q.jpg?v=2023-04-17T21:12:01.188Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/643d8e6ebf72b300207d7233/images/10qfbc4.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:54	270328/270328	---M--	200	added ('OK')	image/jpeg	etag:%22a2929460d24c8157d04d8ce4b32fda94%22	https://uploads.quarkly.io/643d8e6ebf72b300207d7233/images/11q.jpg?v=2023-04-17T21:11:40.598Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/643d8e6ebf72b300207d7233/images/11qc984.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
09:55:54	290747/290747	---M--	200	added ('OK')	image/jpeg	etag:%22f83e8d8f5f9e04daf0cf65d5da34f025%22	https://uploads.quarkly.io/643d8e6ebf72b300207d7233/images/5q.jpg?v=2023-04-17T21:12:16.116Z	C:/My%20Web%20Sites/https___fabulous-pegasus-7579b5.netlify.app_/uploads.quarkly.io/643d8e6ebf72b300207d7233/images/5q5036.jpg	(from https://fabulous-pegasus-7579b5.netlify.app/about-us/)
